split_type,cell_line,model,environment_added,background,background_set,delta_r2_mean,delta_mae_mean,delta_rmse_mean,n_paired
all,hl60,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.026572,-0.001616,-0.001532,1
all,hl60,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,-0.058554,0.002897,0.003297,1
all,hl60,cnn(7|3),ctcf,sequence,,-0.066147,0.003239,0.00377,1
all,hl60,cnn(7|3),ctcf,sequence_dnase,dnase,0.030981,-0.002318,-0.001747,1
all,hl60,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.03309,-0.003929,-0.001912,1
all,hl60,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.068596,-0.002974,-0.003882,1
all,hl60,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.017467,-0.002412,-0.001022,1
all,hl60,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,-0.029642,0.000802,0.001727,1
all,hl60,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.079255,-0.00598,-0.004587,1
all,hl60,cnn(7|3),ctcf,sequence_rrbs,rrbs,-0.022962,-4.9e-05,0.001335,1
all,hl60,cnn(7|3),dnase,sequence,,-0.069403,0.003043,0.003952,1
all,hl60,cnn(7|3),dnase,sequence_ctcf,ctcf,0.027726,-0.002513,-0.001565,1
all,hl60,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.0157,-0.001522,-0.000911,1
all,hl60,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.049288,0.003353,0.002875,1
all,hl60,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.03207,-0.001908,-0.001869,1
all,hl60,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,-0.047032,0.003209,0.002727,1
all,hl60,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.038629,0.000347,0.00217,1
all,hl60,cnn(7|3),dnase,sequence_rrbs,rrbs,-0.00836,0.000455,0.000488,1
all,hl60,cnn(7|3),h3k4me3,sequence,,0.02452,-0.00098,-0.00143,1
all,hl60,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,0.061025,-0.003417,-0.003473,1
all,hl60,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.048999,-0.002426,-0.00282,1
all,hl60,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.039521,0.003203,0.002299,1
all,hl60,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.041837,-0.002059,-0.002445,1
all,hl60,cnn(7|3),h3k4me3,sequence_dnase,dnase,0.046891,-0.000814,-0.002655,1
all,hl60,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.09065,0.003765,0.005159,1
all,hl60,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,-0.060381,0.003873,0.003477,1
all,hl60,cnn(7|3),rrbs,sequence,,0.017895,-0.000604,-0.001042,1
all,hl60,cnn(7|3),rrbs,sequence_ctcf,ctcf,0.061081,-0.003891,-0.003476,1
all,hl60,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.065425,-0.003286,-0.003781,1
all,hl60,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.023096,0.002343,0.001338,1
all,hl60,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.041893,-0.002533,-0.002448,1
all,hl60,cnn(7|3),rrbs,sequence_dnase,dnase,0.078939,-0.003192,-0.004506,1
all,hl60,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.058602,0.001388,0.003308,1
all,hl60,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,-0.067005,0.004249,0.003866,1
all,hl60,linear,ctcf,sequence,,0.010152,-0.001204,-0.000586,1
all,hl60,linear,ctcf,sequence_dnase,dnase,0.00931,-0.001141,-0.000537,1
all,hl60,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.00823,-0.001103,-0.000475,1
all,hl60,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.008134,-0.001059,-0.000467,1
all,hl60,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.009262,-0.001096,-0.000531,1
all,hl60,linear,ctcf,sequence_h3k4me3,h3k4me3,0.008543,-0.001133,-0.000494,1
all,hl60,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.008296,-0.001067,-0.000477,1
all,hl60,linear,ctcf,sequence_rrbs,rrbs,0.009703,-0.001128,-0.000557,1
all,hl60,linear,dnase,sequence,,-0.001578,7.1e-05,9.1e-05,1
all,hl60,linear,dnase,sequence_ctcf,ctcf,-0.00242,0.000134,0.00014,1
all,hl60,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.002925,0.00015,0.000169,1
all,hl60,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.002722,0.000127,0.000157,1
all,hl60,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.002272,0.000124,0.000131,1
all,hl60,linear,dnase,sequence_h3k4me3,h3k4me3,-0.002612,0.00012,0.000151,1
all,hl60,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.00256,0.000119,0.000147,1
all,hl60,linear,dnase,sequence_rrbs,rrbs,-0.00183,9.2e-05,0.000105,1
all,hl60,linear,h3k4me3,sequence,,0.00407,-0.000241,-0.000235,1
all,hl60,linear,h3k4me3,sequence_ctcf,ctcf,0.002462,-0.00017,-0.000143,1
all,hl60,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.001957,-0.000154,-0.000113,1
all,hl60,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.002103,-0.000164,-0.000121,1
all,hl60,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.002553,-0.000168,-0.000147,1
all,hl60,linear,h3k4me3,sequence_dnase,dnase,0.003037,-0.000192,-0.000175,1
all,hl60,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.003231,-0.000201,-0.000185,1
all,hl60,linear,h3k4me3,sequence_rrbs,rrbs,0.003961,-0.000229,-0.000227,1
all,hl60,linear,rrbs,sequence,,-0.010548,0.000666,0.000606,1
all,hl60,linear,rrbs,sequence_ctcf,ctcf,-0.010996,0.000741,0.000635,1
all,hl60,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.010848,0.000731,0.000625,1
all,hl60,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.010701,0.00072,0.000617,1
all,hl60,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.010904,0.000743,0.00063,1
all,hl60,linear,rrbs,sequence_dnase,dnase,-0.010799,0.000686,0.000619,1
all,hl60,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.010605,0.000677,0.000609,1
all,hl60,linear,rrbs,sequence_h3k4me3,h3k4me3,-0.010657,0.000678,0.000613,1
all,hl60,mlp,ctcf,sequence,,-0.06672,0.001952,0.003777,1
all,hl60,mlp,ctcf,sequence_dnase,dnase,-0.178553,0.006836,0.009972,1
all,hl60,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.022635,-0.00247,-0.001261,1
all,hl60,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.083275,0.003248,0.004702,1
all,hl60,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.102168,0.004813,0.005817,1
all,hl60,mlp,ctcf,sequence_h3k4me3,h3k4me3,-0.055275,0.002538,0.003202,1
all,hl60,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.037391,0.000504,0.00215,1
all,hl60,mlp,ctcf,sequence_rrbs,rrbs,-0.037059,5.9e-05,0.002086,1
all,hl60,mlp,dnase,sequence,,0.026873,-0.001639,-0.001558,1
all,hl60,mlp,dnase,sequence_ctcf,ctcf,-0.084961,0.003244,0.004638,1
all,hl60,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.037785,0.001781,0.002137,1
all,hl60,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.059442,0.003077,0.003337,1
all,hl60,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.009768,0.000959,0.000543,1
all,hl60,mlp,dnase,sequence_h3k4me3,h3k4me3,-0.115694,0.00679,0.0066,1
all,hl60,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.013558,0.000333,0.000784,1
all,hl60,mlp,dnase,sequence_rrbs,rrbs,0.055341,-0.003795,-0.003188,1
all,hl60,mlp,h3k4me3,sequence,,0.039522,-0.002994,-0.002299,1
all,hl60,mlp,h3k4me3,sequence_ctcf,ctcf,0.050967,-0.002408,-0.002874,1
all,hl60,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.098144,-0.00387,-0.005374,1
all,hl60,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.006935,-1.3e-05,0.000384,1
all,hl60,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.042739,-0.002131,-0.002409,1
all,hl60,mlp,h3k4me3,sequence_dnase,dnase,-0.103044,0.005435,0.005859,1
all,hl60,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.025828,0.001552,0.001499,1
all,hl60,mlp,h3k4me3,sequence_rrbs,rrbs,0.043071,-0.002576,-0.002473,1
all,hl60,mlp,rrbs,sequence,,-0.026272,0.001692,0.001502,1
all,hl60,mlp,rrbs,sequence_ctcf,ctcf,0.003388,-0.000201,-0.000189,1
all,hl60,mlp,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.078581,-0.002486,-0.004283,1
all,hl60,mlp,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.026497,0.001371,0.001475,1
all,hl60,mlp,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.00484,7.5e-05,0.000276,1
all,hl60,mlp,rrbs,sequence_dnase,dnase,0.002196,-0.000463,-0.000128,1
all,hl60,mlp,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.079412,-0.004347,-0.004488,1
all,hl60,mlp,rrbs,sequence_h3k4me3,h3k4me3,-0.022724,0.00211,0.001327,1
all,hl60,transformer,ctcf,sequence,,0.05345,-0.002417,-0.002919,1
all,hl60,transformer,ctcf,sequence_dnase,dnase,-0.006059,4.1e-05,0.000333,1
all,hl60,transformer,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.025989,-0.001063,-0.001461,1
all,hl60,transformer,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.032174,0.001337,0.001797,1
all,hl60,transformer,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.025239,-0.002388,-0.001386,1
all,hl60,transformer,ctcf,sequence_h3k4me3,h3k4me3,0.028037,-0.002674,-0.001591,1
all,hl60,transformer,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.062543,0.003085,0.003464,1
all,hl60,transformer,ctcf,sequence_rrbs,rrbs,0.083282,-0.001993,-0.004575,1
all,hl60,transformer,dnase,sequence,,0.046078,-0.002334,-0.002512,1
all,hl60,transformer,dnase,sequence_ctcf,ctcf,-0.013431,0.000124,0.00074,1
all,hl60,transformer,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.020924,0.002237,0.00119,1
all,hl60,transformer,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.033062,-0.002394,-0.001818,1
all,hl60,transformer,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.028869,0.000119,0.001606,1
all,hl60,transformer,dnase,sequence_h3k4me3,h3k4me3,-0.018875,0.000627,0.001059,1
all,hl60,transformer,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.002693,-0.000645,-0.000152,1
all,hl60,transformer,dnase,sequence_rrbs,rrbs,0.029173,0.000515,-0.001582,1
all,hl60,transformer,h3k4me3,sequence,,0.092929,-0.004377,-0.005123,1
all,hl60,transformer,h3k4me3,sequence_ctcf,ctcf,0.067516,-0.004634,-0.003795,1
all,hl60,transformer,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.060023,-0.002521,-0.003346,1
all,hl60,transformer,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.006632,0.000137,-0.000367,1
all,hl60,transformer,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.055298,0.00265,0.003058,1
all,hl60,transformer,h3k4me3,sequence_dnase,dnase,0.027975,-0.001417,-0.001552,1
all,hl60,transformer,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.064046,-0.003588,-0.003551,1
all,hl60,transformer,h3k4me3,sequence_rrbs,rrbs,0.090526,-0.002428,-0.004982,1
all,hl60,transformer,rrbs,sequence,,-0.002378,-0.00155,0.000128,1
all,hl60,transformer,rrbs,sequence_ctcf,ctcf,0.027453,-0.001126,-0.001528,1
all,hl60,transformer,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.012015,-0.001131,-0.000662,1
all,hl60,transformer,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.041376,0.001527,0.002317,1
all,hl60,transformer,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.095361,0.006158,0.005325,1
all,hl60,transformer,rrbs,sequence_dnase,dnase,-0.019284,0.001299,0.001058,1
all,hl60,transformer,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.016787,-0.000873,-0.000941,1
all,hl60,transformer,rrbs,sequence_h3k4me3,h3k4me3,-0.004782,0.000399,0.000269,1
all,hl60,xgboost,ctcf,sequence,,0.003388,-0.000849,-0.000191,1
all,hl60,xgboost,ctcf,sequence_dnase,dnase,0.022447,-0.001417,-0.001269,1
all,hl60,xgboost,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.021884,0.000422,0.001229,1
all,hl60,xgboost,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.020443,4.8e-05,0.001148,1
all,hl60,xgboost,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.003598,-0.000959,-0.000203,1
all,hl60,xgboost,ctcf,sequence_h3k4me3,h3k4me3,-0.002088,-0.000465,0.000118,1
all,hl60,xgboost,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.015077,-1.7e-05,0.00085,1
all,hl60,xgboost,ctcf,sequence_rrbs,rrbs,0.011734,-0.00145,-0.00066,1
all,hl60,xgboost,dnase,sequence,,-0.003093,0.000272,0.000174,1
all,hl60,xgboost,dnase,sequence_ctcf,ctcf,0.015967,-0.000296,-0.000904,1
all,hl60,xgboost,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.019018,0.000818,0.001067,1
all,hl60,xgboost,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.010341,0.000402,0.000579,1
all,hl60,xgboost,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.002132,9.7e-05,0.00012,1
all,hl60,xgboost,dnase,sequence_h3k4me3,h3k4me3,0.000778,-6.9e-05,-4.4e-05,1
all,hl60,xgboost,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.004975,0.000337,0.000281,1
all,hl60,xgboost,dnase,sequence_rrbs,rrbs,0.006004,-0.000394,-0.000337,1
all,hl60,xgboost,h3k4me3,sequence,,0.005148,-0.000244,-0.00029,1
all,hl60,xgboost,h3k4me3,sequence_ctcf,ctcf,-0.000328,0.00014,1.8e-05,1
all,hl60,xgboost,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.035313,0.001255,0.001989,1
all,hl60,xgboost,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.017054,0.000791,0.000957,1
all,hl60,xgboost,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.008845,0.000485,0.000498,1
all,hl60,xgboost,h3k4me3,sequence_dnase,dnase,0.009019,-0.000584,-0.000508,1
all,hl60,xgboost,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.006987,-0.000216,-0.000394,1
all,hl60,xgboost,h3k4me3,sequence_rrbs,rrbs,0.017966,-0.000947,-0.001012,1
all,hl60,xgboost,rrbs,sequence,,-0.007644,0.00052,0.000429,1
all,hl60,xgboost,rrbs,sequence_ctcf,ctcf,0.000703,-8.1e-05,-4e-05,1
all,hl60,xgboost,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.017396,0.000312,0.000984,1
all,hl60,xgboost,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.000863,-0.000152,-4.8e-05,1
all,hl60,xgboost,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.007814,0.000264,0.00044,1
all,hl60,xgboost,rrbs,sequence_dnase,dnase,0.001453,-0.000146,-8.2e-05,1
all,hl60,xgboost,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.000579,0.000222,3.3e-05,1
all,hl60,xgboost,rrbs,sequence_h3k4me3,h3k4me3,0.005175,-0.000184,-0.000292,1
mixed,none,cnn(3|3),ctcf,sequence,,-0.004145,0.000597,0.00035,4
mixed,none,cnn(3|3),ctcf,sequence_dnase,dnase,0.000706,-0.001053,-5.7e-05,4
mixed,none,cnn(3|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.004341,0.00042,-0.000369,4
mixed,none,cnn(3|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.000927,-0.000651,-7e-05,4
mixed,none,cnn(3|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.001661,0.000316,-0.00015,4
mixed,none,cnn(3|3),ctcf,sequence_h3k4me3,h3k4me3,0.000641,2.3e-05,-6.2e-05,4
mixed,none,cnn(3|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.002025,0.001264,0.00016,4
mixed,none,cnn(3|3),ctcf,sequence_rrbs,rrbs,0.008383,-0.00024,-0.000701,4
mixed,none,cnn(3|3),dnase,sequence,,-0.001619,0.000151,0.000137,4
mixed,none,cnn(3|3),dnase,sequence_ctcf,ctcf,0.003232,-0.001499,-0.000271,4
mixed,none,cnn(3|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.000403,-0.000135,3.8e-05,4
mixed,none,cnn(3|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.000367,-1.7e-05,3.8e-05,4
mixed,none,cnn(3|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.005454,-0.000304,0.000456,4
mixed,none,cnn(3|3),dnase,sequence_h3k4me3,h3k4me3,-0.004103,-0.000532,0.000345,4
mixed,none,cnn(3|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.003319,0.001897,0.000268,4
mixed,none,cnn(3|3),dnase,sequence_rrbs,rrbs,0.001268,-0.000861,-9.5e-05,4
mixed,none,cnn(3|3),h3k4me3,sequence,,-0.00106,-0.000542,9.5e-05,4
mixed,none,cnn(3|3),h3k4me3,sequence_ctcf,ctcf,0.003726,-0.001116,-0.000318,4
mixed,none,cnn(3|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",9e-05,0.000248,-9e-06,4
mixed,none,cnn(3|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.000402,1.5e-05,4.1e-05,4
mixed,none,cnn(3|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.005488,-0.000272,0.000459,4
mixed,none,cnn(3|3),h3k4me3,sequence_dnase,dnase,-0.003544,-0.001225,0.000303,4
mixed,none,cnn(3|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.000332,0.000982,-3.9e-05,4
mixed,none,cnn(3|3),h3k4me3,sequence_rrbs,rrbs,0.004919,-0.001777,-0.000402,4
mixed,none,cnn(3|3),rrbs,sequence,,-0.008223,9.2e-05,0.000689,4
mixed,none,cnn(3|3),rrbs,sequence_ctcf,ctcf,0.004305,-0.000745,-0.000362,4
mixed,none,cnn(3|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.004381,0.00045,0.000365,4
mixed,none,cnn(3|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.004874,0.000217,0.000415,4
mixed,none,cnn(3|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.00491,9.9e-05,0.000414,4
mixed,none,cnn(3|3),rrbs,sequence_dnase,dnase,-0.005336,-0.000919,0.000457,4
mixed,none,cnn(3|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.00146,0.001287,0.000115,4
mixed,none,cnn(3|3),rrbs,sequence_h3k4me3,h3k4me3,-0.002244,-0.001142,0.000192,4
mixed,none,cnn(5|3),ctcf,sequence,,0.000902,0.000824,-7e-05,4
mixed,none,cnn(5|3),ctcf,sequence_dnase,dnase,-0.00546,0.00082,0.000481,4
mixed,none,cnn(5|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.003369,0.002169,0.000284,4
mixed,none,cnn(5|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.008599,-0.000778,-0.000737,4
mixed,none,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.002752,0.000781,-0.000232,4
mixed,none,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,-0.010144,0.000459,0.000877,4
mixed,none,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.007955,0.001221,-0.000682,4
mixed,none,cnn(5|3),ctcf,sequence_rrbs,rrbs,-0.000634,8.9e-05,6.2e-05,4
mixed,none,cnn(5|3),dnase,sequence,,0.002545,0.000334,-0.000217,4
mixed,none,cnn(5|3),dnase,sequence_ctcf,ctcf,-0.003818,0.00033,0.000334,4
mixed,none,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.005821,0.001142,-0.000498,4
mixed,none,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.00225,-0.001579,-0.000192,4
mixed,none,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.003239,0.000806,-0.000272,4
mixed,none,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,-0.000954,-0.000568,9.5e-05,4
mixed,none,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.001606,0.000419,-0.000136,4
mixed,none,cnn(5|3),dnase,sequence_rrbs,rrbs,-0.000148,0.000113,2.2e-05,4
mixed,none,cnn(5|3),h3k4me3,sequence,,0.003957,0.001309,-0.000338,4
mixed,none,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,-0.007089,0.000944,0.00061,4
mixed,none,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.00255,0.001756,-0.000222,4
mixed,none,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.003952,-0.001438,-0.000342,4
mixed,none,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.004941,0.000948,-0.000423,4
mixed,none,cnn(5|3),h3k4me3,sequence_dnase,dnase,0.000459,0.000407,-2.5e-05,4
mixed,none,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.001895,0.000121,0.000163,4
mixed,none,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,-0.003648,-0.000185,0.000321,4
mixed,none,cnn(5|3),rrbs,sequence,,-0.002614,0.001242,0.00023,4
mixed,none,cnn(5|3),rrbs,sequence_ctcf,ctcf,-0.004151,0.000506,0.000363,4
mixed,none,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.002906,0.000982,-0.000243,4
mixed,none,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.004308,-0.002211,-0.000363,4
mixed,none,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.007879,0.00051,-0.00067,4
mixed,none,cnn(5|3),rrbs,sequence_dnase,dnase,-0.005306,0.001021,0.00047,4
mixed,none,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.00766,0.000736,0.000658,4
mixed,none,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,-0.010219,-0.000252,0.000889,4
mixed,none,cnn(7|3),ctcf,sequence,,-0.00886,0.000957,0.000772,4
mixed,none,cnn(7|3),ctcf,sequence_dnase,dnase,-0.008223,-0.001774,0.000691,4
mixed,none,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.006345,-0.000227,-0.000527,4
mixed,none,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.009929,0.001116,-0.00084,4
mixed,none,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.000878,0.000452,-7.6e-05,4
mixed,none,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,0.003562,-0.000207,-0.000346,4
mixed,none,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.006199,-0.000715,0.000519,4
mixed,none,cnn(7|3),ctcf,sequence_rrbs,rrbs,0.007988,-0.000351,-0.000712,4
mixed,none,cnn(7|3),dnase,sequence,,-0.002935,0.00219,0.000258,4
mixed,none,cnn(7|3),dnase,sequence_ctcf,ctcf,-0.002297,-0.000541,0.000176,4
mixed,none,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.003663,0.000187,-0.000294,4
mixed,none,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.005945,0.000928,-0.000501,4
mixed,none,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.001817,-0.000246,-0.000142,4
mixed,none,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,0.000879,0.000207,-0.000113,4
mixed,none,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.010183,-0.000903,0.000858,4
mixed,none,cnn(7|3),dnase,sequence_rrbs,rrbs,0.008927,-0.001049,-0.000778,4
mixed,none,cnn(7|3),h3k4me3,sequence,,-0.007633,0.000839,0.000669,4
mixed,none,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,0.00479,-0.000324,-0.000449,4
mixed,none,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.01075,0.000404,-0.000919,4
mixed,none,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.004983,0.000355,-0.000424,4
mixed,none,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.000855,-0.000819,-6.5e-05,4
