split_type,cell_line,model,environment_added,background,background_set,delta_r2_mean,delta_mae_mean,delta_rmse_mean,n_paired
single,hct116,linear,dnase,sequence_ctcf,ctcf,0.000398,7.6e-05,-3.8e-05,1
single,hct116,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.00027,0.000121,-2.6e-05,1
single,hct116,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.000664,6.6e-05,-6.4e-05,1
single,hct116,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.000746,2.1e-05,-7.2e-05,1
single,hct116,linear,dnase,sequence_h3k4me3,h3k4me3,0.000345,-1e-05,-3.3e-05,1
single,hct116,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.000899,-2.9e-05,-8.7e-05,1
single,hct116,linear,dnase,sequence_rrbs,rrbs,0.000801,-0.000122,-7.7e-05,1
single,hct116,linear,h3k4me3,sequence,,-0.002876,0.000243,0.000278,1
single,hct116,linear,h3k4me3,sequence_ctcf,ctcf,-0.003565,0.000468,0.000342,1
single,hct116,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.003693,0.000513,0.000354,1
single,hct116,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.003647,0.000429,0.000349,1
single,hct116,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.003565,0.000384,0.000341,1
single,hct116,linear,h3k4me3,sequence_dnase,dnase,-0.002967,0.000384,0.000287,1
single,hct116,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.002663,0.000363,0.000257,1
single,hct116,linear,h3k4me3,sequence_rrbs,rrbs,-0.002761,0.000269,0.000267,1
single,hct116,linear,rrbs,sequence,,-0.00211,-0.00013,0.000204,1
single,hct116,linear,rrbs,sequence_ctcf,ctcf,-0.00202,-3.5e-05,0.000194,1
single,hct116,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.001672,-9e-05,0.00016,1
single,hct116,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.001626,-0.000174,0.000156,1
single,hct116,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.00202,-0.000119,0.000193,1
single,hct116,linear,rrbs,sequence_dnase,dnase,-0.001745,-0.000102,0.000169,1
single,hct116,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.001441,-0.000123,0.000139,1
single,hct116,linear,rrbs,sequence_h3k4me3,h3k4me3,-0.001996,-0.000104,0.000193,1
single,hct116,mlp,ctcf,sequence,,0.003957,0.002651,-0.000381,1
single,hct116,mlp,ctcf,sequence_dnase,dnase,-0.015319,0.000783,0.001471,1
single,hct116,mlp,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.004954,0.000937,0.000477,1
single,hct116,mlp,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.004619,0.001871,-0.000445,1
single,hct116,mlp,ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.004277,0.000692,-0.000412,1
single,hct116,mlp,ctcf,sequence_h3k4me3,h3k4me3,-0.005806,0.001351,0.000559,1
single,hct116,mlp,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.009882,0.001562,0.000953,1
single,hct116,mlp,ctcf,sequence_rrbs,rrbs,0.002786,0.002101,-0.000269,1
single,hct116,mlp,dnase,sequence,,0.004921,0.001481,-0.000474,1
single,hct116,mlp,dnase,sequence_ctcf,ctcf,-0.014355,-0.000387,0.001378,1
single,hct116,mlp,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.001077,-0.002575,0.000104,1
single,hct116,mlp,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.006046,-0.001328,-0.000582,1
single,hct116,mlp,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.001091,0.001158,0.000105,1
single,hct116,mlp,dnase,sequence_h3k4me3,h3k4me3,-0.001929,-0.002161,0.000186,1
single,hct116,mlp,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.008455,-0.001637,0.000816,1
single,hct116,mlp,dnase,sequence_rrbs,rrbs,-0.002583,0.002567,0.000249,1
single,hct116,mlp,h3k4me3,sequence,,0.004743,0.00247,-0.000457,1
single,hct116,mlp,h3k4me3,sequence_ctcf,ctcf,-0.005019,0.001169,0.000483,1
single,hct116,mlp,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.008259,-0.001019,-0.000791,1
single,hct116,mlp,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.001335,-0.001254,-0.000129,1
single,hct116,mlp,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.005802,0.001233,0.000559,1
single,hct116,mlp,h3k4me3,sequence_dnase,dnase,-0.002106,-0.001173,0.000203,1
single,hct116,mlp,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.000994,-0.002433,-9.6e-05,1
single,hct116,mlp,h3k4me3,sequence_rrbs,rrbs,0.006866,0.001771,-0.000663,1
single,hct116,mlp,rrbs,sequence,,0.002558,0.000107,-0.000246,1
single,hct116,mlp,rrbs,sequence_ctcf,ctcf,0.001387,-0.000444,-0.000134,1
single,hct116,mlp,rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.014651,0.001102,-0.001407,1
single,hct116,mlp,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.007727,0.000867,-0.000744,1
single,hct116,mlp,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000604,-0.00038,-5.8e-05,1
single,hct116,mlp,rrbs,sequence_dnase,dnase,-0.004946,0.001193,0.000476,1
single,hct116,mlp,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.001846,-6.8e-05,0.000178,1
single,hct116,mlp,rrbs,sequence_h3k4me3,h3k4me3,0.004681,-0.000592,-0.000452,1
single,hct116,transformer,ctcf,sequence,,0.006412,-0.001904,-0.000614,1
single,hct116,transformer,ctcf,sequence_dnase,dnase,-0.018549,0.00077,0.001773,1
single,hct116,transformer,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.008233,-0.000943,-0.000791,1
single,hct116,transformer,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.006495,-0.001434,-0.000623,1
single,hct116,transformer,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.023498,0.001345,0.002241,1
single,hct116,transformer,ctcf,sequence_h3k4me3,h3k4me3,0.005925,-0.000419,-0.000573,1
single,hct116,transformer,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.002132,-0.001001,-0.000206,1
single,hct116,transformer,ctcf,sequence_rrbs,rrbs,-0.011602,0.001026,0.001112,1
single,hct116,transformer,dnase,sequence,,0.00847,-0.003558,-0.000812,1
single,hct116,transformer,dnase,sequence_ctcf,ctcf,-0.016491,-0.000884,0.001576,1
single,hct116,transformer,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.0119,0.000843,0.001149,1
single,hct116,transformer,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.01362,-3.7e-05,0.001314,1
single,hct116,transformer,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.015637,0.000394,0.001488,1
single,hct116,transformer,dnase,sequence_h3k4me3,h3k4me3,-0.014209,0.001366,0.001367,1
single,hct116,transformer,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.017982,0.000396,0.001731,1
single,hct116,transformer,dnase,sequence_rrbs,rrbs,-0.003742,7.5e-05,0.00036,1
single,hct116,transformer,h3k4me3,sequence,,0.017446,-0.003458,-0.001677,1
single,hct116,transformer,h3k4me3,sequence_ctcf,ctcf,0.016959,-0.001974,-0.001636,1
single,hct116,transformer,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.02155,-0.000247,-0.002062,1
single,hct116,transformer,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.026124,-0.001111,-0.002493,1
single,hct116,transformer,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.024107,-0.000681,-0.002319,1
single,hct116,transformer,h3k4me3,sequence_dnase,dnase,-0.005232,0.001466,0.000502,1
single,hct116,transformer,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.003868,0.001667,0.000371,1
single,hct116,transformer,h3k4me3,sequence_rrbs,rrbs,0.010372,0.001346,-0.001001,1
single,hct116,transformer,rrbs,sequence,,0.010053,-0.003766,-0.000964,1
single,hct116,transformer,rrbs,sequence_ctcf,ctcf,-0.007962,-0.000837,0.000763,1
single,hct116,transformer,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.007108,0.000441,0.000675,1
single,hct116,transformer,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.002533,-0.000424,0.000244,1
single,hct116,transformer,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.000814,0.000456,7.9e-05,1
single,hct116,transformer,rrbs,sequence_dnase,dnase,-0.002158,-0.000134,0.000207,1
single,hct116,transformer,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.000795,6.7e-05,7.6e-05,1
single,hct116,transformer,rrbs,sequence_h3k4me3,h3k4me3,0.002979,0.001038,-0.000288,1
single,hct116,xgboost,ctcf,sequence,,-0.008857,0.00074,0.000864,1
single,hct116,xgboost,ctcf,sequence_dnase,dnase,0.004988,-0.000985,-0.000487,1
single,hct116,xgboost,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.016981,0.001021,0.001662,1
single,hct116,xgboost,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.002691,-0.000481,0.000263,1
single,hct116,xgboost,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.002038,-0.000352,0.000198,1
single,hct116,xgboost,ctcf,sequence_h3k4me3,h3k4me3,0.010266,-0.000831,-0.000998,1
single,hct116,xgboost,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.009348,0.000875,0.00091,1
single,hct116,xgboost,ctcf,sequence_rrbs,rrbs,-0.007076,0.0015,0.000688,1
single,hct116,xgboost,dnase,sequence,,-0.004413,0.000458,0.000431,1
single,hct116,xgboost,dnase,sequence_ctcf,ctcf,0.009432,-0.001267,-0.00092,1
single,hct116,xgboost,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.002228,-2.1e-05,0.000217,1
single,hct116,xgboost,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.010762,-0.001303,-0.001049,1
single,hct116,xgboost,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.001761,-0.000726,-0.000171,1
single,hct116,xgboost,dnase,sequence_h3k4me3,h3k4me3,0.025019,-0.001873,-0.002443,1
single,hct116,xgboost,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.004105,5.3e-05,-0.000401,1
single,hct116,xgboost,dnase,sequence_rrbs,rrbs,-0.003277,0.001126,0.000319,1
single,hct116,xgboost,h3k4me3,sequence,,-0.015342,0.00155,0.001494,1
single,hct116,xgboost,h3k4me3,sequence_ctcf,ctcf,0.003781,-2e-05,-0.000368,1
single,hct116,xgboost,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.007879,0.001226,0.000769,1
single,hct116,xgboost,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.010902,-0.001391,-0.001062,1
single,hct116,xgboost,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.0019,-0.000814,-0.000184,1
single,hct116,xgboost,h3k4me3,sequence_dnase,dnase,0.01409,-0.000781,-0.00138,1
single,hct116,xgboost,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.011554,-0.001262,-0.001127,1
single,hct116,xgboost,h3k4me3,sequence_rrbs,rrbs,0.004173,-0.000189,-0.000407,1
single,hct116,xgboost,rrbs,sequence,,-0.006674,0.000591,0.000651,1
single,hct116,xgboost,rrbs,sequence_ctcf,ctcf,-0.004892,0.001351,0.000475,1
single,hct116,xgboost,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.012563,0.001893,0.001225,1
single,hct116,xgboost,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.006217,-0.000725,-0.000607,1
single,hct116,xgboost,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.006772,0.000558,0.000659,1
single,hct116,xgboost,rrbs,sequence_dnase,dnase,-0.005537,0.001259,0.000539,1
single,hct116,xgboost,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.008073,0.000778,0.000792,1
single,hct116,xgboost,rrbs,sequence_h3k4me3,h3k4me3,0.012841,-0.001149,-0.001249,1
single,hek293t,cnn(3|3),ctcf,sequence,,-0.021284,-0.000655,0.001319,1
single,hek293t,cnn(3|3),ctcf,sequence_dnase,dnase,-0.005291,0.000333,0.000326,1
single,hek293t,cnn(3|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.026626,-0.004105,-0.00164,1
single,hek293t,cnn(3|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.048396,-0.00486,-0.002963,1
single,hek293t,cnn(3|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.039273,-0.002426,-0.002399,1
single,hek293t,cnn(3|3),ctcf,sequence_h3k4me3,h3k4me3,0.000222,0.001432,-1.4e-05,1
single,hek293t,cnn(3|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.010495,-0.003445,-0.000644,1
single,hek293t,cnn(3|3),ctcf,sequence_rrbs,rrbs,-0.006928,-0.00064,0.000426,1
single,hek293t,cnn(3|3),dnase,sequence,,-0.017328,0.000326,0.001075,1
single,hek293t,cnn(3|3),dnase,sequence_ctcf,ctcf,-0.001336,0.001314,8.2e-05,1
single,hek293t,cnn(3|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.015148,-0.004206,-0.000936,1
single,hek293t,cnn(3|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.014221,-9.3e-05,-0.000879,1
single,hek293t,cnn(3|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.012245,0.000572,-0.000753,1
single,hek293t,cnn(3|3),dnase,sequence_h3k4me3,h3k4me3,-0.011256,0.001332,0.00069,1
single,hek293t,cnn(3|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.02368,0.001322,0.001441,1
single,hek293t,cnn(3|3),dnase,sequence_rrbs,rrbs,-0.033957,0.002359,0.002071,1
single,hek293t,cnn(3|3),h3k4me3,sequence,,-0.024418,0.001227,0.001512,1
single,hek293t,cnn(3|3),h3k4me3,sequence_ctcf,ctcf,-0.002913,0.003314,0.000179,1
single,hek293t,cnn(3|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",0.013572,-0.002205,-0.000839,1
single,hek293t,cnn(3|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.009062,-0.001766,-0.000561,1
single,hek293t,cnn(3|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.007086,-0.001101,-0.000435,1
single,hek293t,cnn(3|3),h3k4me3,sequence_dnase,dnase,-0.018345,0.002233,0.001128,1
single,hek293t,cnn(3|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-6.1e-05,0.000667,4e-06,1
single,hek293t,cnn(3|3),h3k4me3,sequence_rrbs,rrbs,-0.010338,0.001704,0.000634,1
single,hek293t,cnn(3|3),rrbs,sequence,,-0.023996,0.000392,0.001486,1
single,hek293t,cnn(3|3),rrbs,sequence_ctcf,ctcf,-0.009641,0.000407,0.000593,1
single,hek293t,cnn(3|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",0.003939,-0.000334,-0.000243,1
single,hek293t,cnn(3|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.00057,0.000105,3.5e-05,1
single,hek293t,cnn(3|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000357,-0.004008,-2.2e-05,1
single,hek293t,cnn(3|3),rrbs,sequence_dnase,dnase,-0.040625,0.002426,0.002482,1
single,hek293t,cnn(3|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.02234,0.00086,0.001359,1
single,hek293t,cnn(3|3),rrbs,sequence_h3k4me3,h3k4me3,-0.009916,0.00087,0.000609,1
single,hek293t,cnn(5|3),ctcf,sequence,,-0.003018,-0.002146,0.000184,1
single,hek293t,cnn(5|3),ctcf,sequence_dnase,dnase,0.03423,-0.004743,-0.002133,1
single,hek293t,cnn(5|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.028222,-0.002663,-0.001715,1
single,hek293t,cnn(5|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.004618,-0.000638,0.000285,1
single,hek293t,cnn(5|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.053422,-0.000301,-0.003237,1
single,hek293t,cnn(5|3),ctcf,sequence_h3k4me3,h3k4me3,-0.005407,-0.001255,0.000329,1
single,hek293t,cnn(5|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.046947,-0.000637,-0.002859,1
single,hek293t,cnn(5|3),ctcf,sequence_rrbs,rrbs,-0.035932,-0.001045,0.002206,1
single,hek293t,cnn(5|3),dnase,sequence,,0.019073,-0.000311,-0.001172,1
single,hek293t,cnn(5|3),dnase,sequence_ctcf,ctcf,0.05632,-0.002907,-0.003489,1
single,hek293t,cnn(5|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.013723,-0.002001,-0.000837,1
single,hek293t,cnn(5|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",-0.003277,0.001079,0.000202,1
single,hek293t,cnn(5|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",0.019335,0.000137,-0.001182,1
single,hek293t,cnn(5|3),dnase,sequence_h3k4me3,h3k4me3,-0.019905,-0.000593,0.001207,1
single,hek293t,cnn(5|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.048288,0.00108,-0.002942,1
single,hek293t,cnn(5|3),dnase,sequence_rrbs,rrbs,-0.070019,-0.000606,0.004261,1
single,hek293t,cnn(5|3),h3k4me3,sequence,,-0.005803,-0.000212,0.000354,1
single,hek293t,cnn(5|3),h3k4me3,sequence_ctcf,ctcf,-0.008192,0.000679,0.000499,1
single,hek293t,cnn(5|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.050789,0.001586,0.003151,1
single,hek293t,cnn(5|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",0.003672,-5.7e-05,-0.000226,1
single,hek293t,cnn(5|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",0.026285,-0.000999,-0.001609,1
single,hek293t,cnn(5|3),h3k4me3,sequence_dnase,dnase,-0.04478,-0.000495,0.002733,1
single,hek293t,cnn(5|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",0.061712,0.00028,-0.003747,1
single,hek293t,cnn(5|3),h3k4me3,sequence_rrbs,rrbs,-0.056595,-0.001407,0.003456,1
single,hek293t,cnn(5|3),rrbs,sequence,,0.02586,-0.001139,-0.001592,1
single,hek293t,cnn(5|3),rrbs,sequence_ctcf,ctcf,-0.007055,-3.8e-05,0.00043,1
single,hek293t,cnn(5|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.044039,0.003007,0.002737,1
single,hek293t,cnn(5|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.010422,0.001364,-0.00064,1
single,hek293t,cnn(5|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.027422,-0.001716,-0.001679,1
single,hek293t,cnn(5|3),rrbs,sequence_dnase,dnase,-0.063232,-0.001435,0.003841,1
single,hek293t,cnn(5|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",0.043261,-0.00066,-0.002639,1
single,hek293t,cnn(5|3),rrbs,sequence_h3k4me3,h3k4me3,-0.024932,-0.002333,0.00151,1
single,hek293t,cnn(7|3),ctcf,sequence,,0.003773,0.001686,-0.000235,1
single,hek293t,cnn(7|3),ctcf,sequence_dnase,dnase,-0.015623,-0.001351,0.000975,1
single,hek293t,cnn(7|3),ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.023287,0.000783,0.001427,1
single,hek293t,cnn(7|3),ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",0.031605,0.001363,-0.001944,1
single,hek293t,cnn(7|3),ctcf,sequence_dnase_rrbs,"dnase,rrbs",0.008493,-0.000468,-0.000526,1
single,hek293t,cnn(7|3),ctcf,sequence_h3k4me3,h3k4me3,0.065629,-0.003061,-0.003916,1
single,hek293t,cnn(7|3),ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.00296,-0.000306,0.000182,1
single,hek293t,cnn(7|3),ctcf,sequence_rrbs,rrbs,0.061776,-0.003419,-0.003826,1
single,hek293t,cnn(7|3),dnase,sequence,,0.010793,0.000637,-0.000675,1
single,hek293t,cnn(7|3),dnase,sequence_ctcf,ctcf,-0.008603,-0.0024,0.000536,1
single,hek293t,cnn(7|3),dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.008886,0.00232,-0.00054,1
single,hek293t,cnn(7|3),dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.021659,0.000808,-0.001336,1
single,hek293t,cnn(7|3),dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-0.027257,0.001852,0.001703,1
single,hek293t,cnn(7|3),dnase,sequence_h3k4me3,h3k4me3,0.097802,-0.001523,-0.005884,1
single,hek293t,cnn(7|3),dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.012906,-0.00086,0.00079,1
single,hek293t,cnn(7|3),dnase,sequence_rrbs,rrbs,0.026026,-0.0011,-0.001596,1
single,hek293t,cnn(7|3),h3k4me3,sequence,,-0.117409,0.003075,0.007099,1
single,hek293t,cnn(7|3),h3k4me3,sequence_ctcf,ctcf,-0.055553,-0.001672,0.003418,1
single,hek293t,cnn(7|3),h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.038064,0.003049,0.002342,1
single,hek293t,cnn(7|3),h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-8.6e-05,0.001094,5e-06,1
single,hek293t,cnn(7|3),h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.049003,0.002138,0.003045,1
single,hek293t,cnn(7|3),h3k4me3,sequence_dnase,dnase,-0.0304,0.000915,0.00189,1
single,hek293t,cnn(7|3),h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.023198,-0.000736,0.001424,1
single,hek293t,cnn(7|3),h3k4me3,sequence_rrbs,rrbs,0.015734,-0.000976,-0.000963,1
single,hek293t,cnn(7|3),rrbs,sequence,,-0.042964,0.002612,0.002647,1
single,hek293t,cnn(7|3),rrbs,sequence_ctcf,ctcf,0.015039,-0.002493,-0.000943,1
single,hek293t,cnn(7|3),rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.003615,0.001759,0.000224,1
single,hek293t,cnn(7|3),rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",0.034363,-0.000196,-0.002113,1
single,hek293t,cnn(7|3),rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.02159,0.001316,-0.001317,1
single,hek293t,cnn(7|3),rrbs,sequence_dnase,dnase,-0.027731,0.000875,0.001725,1
single,hek293t,cnn(7|3),rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.020529,-0.000776,0.001259,1
single,hek293t,cnn(7|3),rrbs,sequence_h3k4me3,h3k4me3,0.09018,-0.001439,-0.005414,1
single,hek293t,linear,ctcf,sequence,,-0.002833,0.000214,0.00017,1
single,hek293t,linear,ctcf,sequence_dnase,dnase,-0.00251,0.000287,0.00015,1
single,hek293t,linear,ctcf,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.004869,0.000138,0.000287,1
single,hek293t,linear,ctcf,sequence_dnase_h3k4me3_rrbs,"dnase,h3k4me3,rrbs",-0.003916,-1.7e-05,0.00023,1
single,hek293t,linear,ctcf,sequence_dnase_rrbs,"dnase,rrbs",-0.00153,0.000105,9.1e-05,1
single,hek293t,linear,ctcf,sequence_h3k4me3,h3k4me3,-0.004678,0.00015,0.000276,1
single,hek293t,linear,ctcf,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",-0.003453,9.4e-05,0.000202,1
single,hek293t,linear,ctcf,sequence_rrbs,rrbs,-0.001426,0.000203,8.5e-05,1
single,hek293t,linear,dnase,sequence,,7.5e-05,-7.9e-05,-4e-06,1
single,hek293t,linear,dnase,sequence_ctcf,ctcf,0.000398,-6e-06,-2.4e-05,1
single,hek293t,linear,dnase,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",0.000613,-0.000146,-3.6e-05,1
single,hek293t,linear,dnase,sequence_ctcf_h3k4me3_rrbs,"ctcf,h3k4me3,rrbs",0.000346,-5.9e-05,-2e-05,1
single,hek293t,linear,dnase,sequence_ctcf_rrbs,"ctcf,rrbs",-2.9e-05,-3e-05,2e-06,1
single,hek293t,linear,dnase,sequence_h3k4me3,h3k4me3,0.000805,-0.000135,-4.8e-05,1
single,hek293t,linear,dnase,sequence_h3k4me3_rrbs,"h3k4me3,rrbs",0.000808,5.2e-05,-4.7e-05,1
single,hek293t,linear,dnase,sequence_rrbs,rrbs,7.5e-05,6.8e-05,-4e-06,1
single,hek293t,linear,h3k4me3,sequence,,-0.029349,0.001726,0.001747,1
single,hek293t,linear,h3k4me3,sequence_ctcf,ctcf,-0.031194,0.001662,0.001853,1
single,hek293t,linear,h3k4me3,sequence_ctcf_dnase,"ctcf,dnase",-0.030978,0.001522,0.001841,1
single,hek293t,linear,h3k4me3,sequence_ctcf_dnase_rrbs,"ctcf,dnase,rrbs",-0.029842,0.001624,0.00176,1
single,hek293t,linear,h3k4me3,sequence_ctcf_rrbs,"ctcf,rrbs",-0.030216,0.001652,0.001782,1
single,hek293t,linear,h3k4me3,sequence_dnase,dnase,-0.028619,0.001671,0.001704,1
single,hek293t,linear,h3k4me3,sequence_dnase_rrbs,"dnase,rrbs",-0.027456,0.001746,0.001622,1
single,hek293t,linear,h3k4me3,sequence_rrbs,rrbs,-0.028189,0.001762,0.001665,1
single,hek293t,linear,rrbs,sequence,,-0.016373,0.00078,0.000978,1
single,hek293t,linear,rrbs,sequence_ctcf,ctcf,-0.014966,0.000769,0.000893,1
single,hek293t,linear,rrbs,sequence_ctcf_dnase,"ctcf,dnase",-0.015393,0.000745,0.000918,1
single,hek293t,linear,rrbs,sequence_ctcf_dnase_h3k4me3,"ctcf,dnase,h3k4me3",-0.014256,0.000847,0.000838,1
single,hek293t,linear,rrbs,sequence_ctcf_h3k4me3,"ctcf,h3k4me3",-0.013989,0.00076,0.000822,1
single,hek293t,linear,rrbs,sequence_dnase,dnase,-0.016373,0.000927,0.000978,1
single,hek293t,linear,rrbs,sequence_dnase_h3k4me3,"dnase,h3k4me3",-0.01521,0.001002,0.000896,1
